Region,NDVI,EVI,Latitude,Longitude
Region_7785,0.57785,0.37785,10.7785,-49.2215
Region_7786,0.57786,0.37786,10.7786,-49.2214
Region_7787,0.57787,0.37787,10.7787,-49.2213
Region_7788,0.57788,0.37788,10.7788,-49.2212
Region_7789,0.57789,0.37789,10.7789,-49.2211
Region_7790,0.5779,0.3779,10.779,-49.221
Region_7791,0.57791,0.37791,10.7791,-49.2209
Region_7792,0.57792,0.37792,10.7792,-49.2208
Region_7793,0.57793,0.37793,10.7793,-49.2207
Region_7794,0.57794,0.37794,10.7794,-49.2206
Region_7795,0.57795,0.37795,10.7795,-49.2205
Region_7796,0.57796,0.37796,10.7796,-49.2204
Region_7797,0.57797,0.37797,10.7797,-49.2203
Region_7798,0.57798,0.37798,10.7798,-49.2202
Region_7799,0.57799,0.37799,10.7799,-49.2201
Region_7800,0.578,0.378,10.78,-49.22
Region_7801,0.57801,0.37801,10.7801,-49.2199
Region_7802,0.57802,0.37802,10.7802,-49.2198
Region_7803,0.57803,0.37803,10.7803,-49.2197
Region_7804,0.57804,0.37804,10.7804,-49.2196
Region_7805,0.57805,0.37805,10.7805,-49.2195
Region_7806,0.57806,0.37806,10.7806,-49.2194
Region_7807,0.57807,0.37807,10.7807,-49.2193
Region_7808,0.57808,0.37808,10.7808,-49.2192
Region_7809,0.57809,0.37809,10.7809,-49.2191
Region_7810,0.5781,0.3781,10.781,-49.219
Region_7811,0.57811,0.37811,10.7811,-49.2189
Region_7812,0.57812,0.37812,10.7812,-49.2188
Region_7813,0.57813,0.37813,10.7813,-49.2187
Region_7814,0.57814,0.37814,10.7814,-49.2186
Region_7815,0.57815,0.37815,10.7815,-49.2185
Region_7816,0.57816,0.37816,10.7816,-49.2184
Region_7817,0.57817,0.37817,10.7817,-49.2183
Region_7818,0.57818,0.37818,10.7818,-49.2182
Region_7819,0.57819,0.37819,10.7819,-49.2181
Region_7820,0.5782,0.3782,10.782,-49.218
Region_7821,0.57821,0.37821,10.7821,-49.2179
Region_7822,0.57822,0.37822,10.7822,-49.2178
Region_7823,0.57823,0.37823,10.7823,-49.2177
Region_7824,0.57824,0.37824,10.7824,-49.2176
Region_7825,0.57825,0.37825,10.7825,-49.2175
Region_7826,0.57826,0.37826,10.7826,-49.2174
Region_7827,0.57827,0.37827,10.7827,-49.2173
Region_7828,0.57828,0.37828,10.7828,-49.2172
Region_7829,0.57829,0.37829,10.7829,-49.2171
Region_7830,0.5783,0.3783,10.783,-49.217
Region_7831,0.57831,0.37831,10.7831,-49.2169
Region_7832,0.57832,0.37832,10.7832,-49.2168
Region_7833,0.57833,0.37833,10.7833,-49.2167
Region_7834,0.57834,0.37834,10.7834,-49.2166
Region_7835,0.57835,0.37835,10.7835,-49.2165
Region_7836,0.57836,0.37836,10.7836,-49.2164
Region_7837,0.57837,0.37837,10.7837,-49.2163
Region_7838,0.57838,0.37838,10.7838,-49.2162
Region_7839,0.57839,0.37839,10.7839,-49.2161
Region_7840,0.5784,0.3784,10.784,-49.216
Region_7841,0.57841,0.37841,10.7841,-49.2159
Region_7842,0.57842,0.37842,10.7842,-49.2158
Region_7843,0.57843,0.37843,10.7843,-49.2157
Region_7844,0.57844,0.37844,10.7844,-49.2156
Region_7845,0.57845,0.37845,10.7845,-49.2155
Region_7846,0.57846,0.37846,10.7846,-49.2154
Region_7847,0.57847,0.37847,10.7847,-49.2153
Region_7848,0.57848,0.37848,10.7848,-49.2152
Region_7849,0.57849,0.37849,10.7849,-49.2151
Region_7850,0.5785,0.3785,10.785,-49.215
Region_7851,0.57851,0.37851,10.7851,-49.2149
Region_7852,0.57852,0.37852,10.7852,-49.2148
Region_7853,0.57853,0.37853,10.7853,-49.2147
Region_7854,0.57854,0.37854,10.7854,-49.2146
Region_7855,0.57855,0.37855,10.7855,-49.2145
Region_7856,0.57856,0.37856,10.7856,-49.2144
Region_7857,0.57857,0.37857,10.7857,-49.2143
Region_7858,0.57858,0.37858,10.7858,-49.2142
Region_7859,0.57859,0.37859,10.7859,-49.2141
Region_7860,0.5786,0.3786,10.786,-49.214
Region_7861,0.57861,0.37861,10.7861,-49.2139
Region_7862,0.57862,0.37862,10.7862,-49.2138
Region_7863,0.57863,0.37863,10.7863,-49.2137
Region_7864,0.57864,0.37864,10.7864,-49.2136
Region_7865,0.57865,0.37865,10.7865,-49.2135
Region_7866,0.57866,0.37866,10.7866,-49.2134
Region_7867,0.57867,0.37867,10.7867,-49.2133
Region_7868,0.57868,0.37868,10.7868,-49.2132
Region_7869,0.57869,0.37869,10.7869,-49.2131
Region_7870,0.5787,0.3787,10.787,-49.213
Region_7871,0.57871,0.37871,10.7871,-49.2129
Region_7872,0.57872,0.37872,10.7872,-49.2128
Region_7873,0.57873,0.37873,10.7873,-49.2127
Region_7874,0.57874,0.37874,10.7874,-49.2126
Region_7875,0.57875,0.37875,10.7875,-49.2125
Region_7876,0.57876,0.37876,10.7876,-49.2124
Region_7877,0.57877,0.37877,10.7877,-49.2123
Region_7878,0.57878,0.37878,10.7878,-49.2122
Region_7879,0.57879,0.37879,10.7879,-49.2121
Region_7880,0.5788,0.3788,10.788,-49.212
Region_7881,0.57881,0.37881,10.7881,-49.2119
Region_7882,0.57882,0.37882,10.7882,-49.2118
Region_7883,0.57883,0.37883,10.7883,-49.2117
Region_7884,0.57884,0.37884,10.7884,-49.2116
Region_7885,0.57885,0.37885,10.7885,-49.2115
Region_7886,0.57886,0.37886,10.7886,-49.2114
Region_7887,0.57887,0.37887,10.7887,-49.2113
Region_7888,0.57888,0.37888,10.7888,-49.2112
Region_7889,0.57889,0.37889,10.7889,-49.2111
Region_7890,0.5789,0.3789,10.789,-49.211
Region_7891,0.57891,0.37891,10.7891,-49.2109
Region_7892,0.57892,0.37892,10.7892,-49.2108
Region_7893,0.57893,0.37893,10.7893,-49.2107
Region_7894,0.57894,0.37894,10.7894,-49.2106
Region_7895,0.57895,0.37895,10.7895,-49.2105
Region_7896,0.57896,0.37896,10.7896,-49.2104
Region_7897,0.57897,0.37897,10.7897,-49.2103
Region_7898,0.57898,0.37898,10.7898,-49.2102
Region_7899,0.57899,0.37899,10.7899,-49.2101
Region_7900,0.579,0.379,10.79,-49.21
Region_7901,0.57901,0.37901,10.7901,-49.2099
Region_7902,0.57902,0.37902,10.7902,-49.2098
Region_7903,0.57903,0.37903,10.7903,-49.2097
Region_7904,0.57904,0.37904,10.7904,-49.2096
Region_7905,0.57905,0.37905,10.7905,-49.2095
Region_7906,0.57906,0.37906,10.7906,-49.2094
Region_7907,0.57907,0.37907,10.7907,-49.2093
Region_7908,0.57908,0.37908,10.7908,-49.2092
Region_7909,0.57909,0.37909,10.7909,-49.2091
Region_7910,0.5791,0.3791,10.791,-49.209
Region_7911,0.57911,0.37911,10.7911,-49.2089
Region_7912,0.57912,0.37912,10.7912,-49.2088
Region_7913,0.57913,0.37913,10.7913,-49.2087
Region_7914,0.57914,0.37914,10.7914,-49.2086
Region_7915,0.57915,0.37915,10.7915,-49.2085
Region_7916,0.57916,0.37916,10.7916,-49.2084
Region_7917,0.57917,0.37917,10.7917,-49.2083
Region_7918,0.57918,0.37918,10.7918,-49.2082
Region_7919,0.57919,0.37919,10.7919,-49.2081
Region_7920,0.5792,0.3792,10.792,-49.208
Region_7921,0.57921,0.37921,10.7921,-49.2079
Region_7922,0.57922,0.37922,10.7922,-49.2078
Region_7923,0.57923,0.37923,10.7923,-49.2077
Region_7924,0.57924,0.37924,10.7924,-49.2076
Region_7925,0.57925,0.37925,10.7925,-49.2075
Region_7926,0.57926,0.37926,10.7926,-49.2074
Region_7927,0.57927,0.37927,10.7927,-49.2073
Region_7928,0.57928,0.37928,10.7928,-49.2072
Region_7929,0.57929,0.37929,10.7929,-49.2071
Region_7930,0.5793,0.3793,10.793,-49.207
Region_7931,0.57931,0.37931,10.7931,-49.2069
Region_7932,0.57932,0.37932,10.7932,-49.2068
Region_7933,0.57933,0.37933,10.7933,-49.2067
Region_7934,0.57934,0.37934,10.7934,-49.2066
Region_7935,0.57935,0.37935,10.7935,-49.2065
Region_7936,0.57936,0.37936,10.7936,-49.2064
Region_7937,0.57937,0.37937,10.7937,-49.2063
Region_7938,0.57938,0.37938,10.7938,-49.2062
Region_7939,0.57939,0.37939,10.7939,-49.2061
Region_7940,0.5794,0.3794,10.794,-49.206
Region_7941,0.57941,0.37941,10.7941,-49.2059
Region_7942,0.57942,0.37942,10.7942,-49.2058
Region_7943,0.57943,0.37943,10.7943,-49.2057
Region_7944,0.57944,0.37944,10.7944,-49.2056
Region_7945,0.57945,0.37945,10.7945,-49.2055
Region_7946,0.57946,0.37946,10.7946,-49.2054
Region_7947,0.57947,0.37947,10.7947,-49.2053
Region_7948,0.57948,0.37948,10.7948,-49.2052
Region_7949,0.57949,0.37949,10.7949,-49.2051
Region_7950,0.5795,0.3795,10.795,-49.205
Region_7951,0.57951,0.37951,10.7951,-49.2049
Region_7952,0.57952,0.37952,10.7952,-49.2048
Region_7953,0.57953,0.37953,10.7953,-49.2047
Region_7954,0.57954,0.37954,10.7954,-49.2046
Region_7955,0.57955,0.37955,10.7955,-49.2045
Region_7956,0.57956,0.37956,10.7956,-49.2044
Region_7957,0.57957,0.37957,10.7957,-49.2043
Region_7958,0.57958,0.37958,10.7958,-49.2042
Region_7959,0.57959,0.37959,10.7959,-49.2041
Region_7960,0.5796,0.3796,10.796,-49.204
Region_7961,0.57961,0.37961,10.7961,-49.2039
Region_7962,0.57962,0.37962,10.7962,-49.2038
Region_7963,0.57963,0.37963,10.7963,-49.2037
Region_7964,0.57964,0.37964,10.7964,-49.2036
Region_7965,0.57965,0.37965,10.7965,-49.2035
Region_7966,0.57966,0.37966,10.7966,-49.2034
Region_7967,0.57967,0.37967,10.7967,-49.2033
Region_7968,0.57968,0.37968,10.7968,-49.2032
Region_7969,0.57969,0.37969,10.7969,-49.2031
Region_7970,0.5797,0.3797,10.797,-49.203
Region_7971,0.57971,0.37971,10.7971,-49.2029
Region_7972,0.57972,0.37972,10.7972,-49.2028
Region_7973,0.57973,0.37973,10.7973,-49.2027
Region_7974,0.57974,0.37974,10.7974,-49.2026
Region_7975,0.57975,0.37975,10.7975,-49.2025
Region_7976,0.57976,0.37976,10.7976,-49.2024
Region_7977,0.57977,0.37977,10.7977,-49.2023
Region_7978,0.57978,0.37978,10.7978,-49.2022
Region_7979,0.57979,0.37979,10.7979,-49.2021
Region_7980,0.5798,0.3798,10.798,-49.202
Region_7981,0.57981,0.37981,10.7981,-49.2019
Region_7982,0.57982,0.37982,10.7982,-49.2018
Region_7983,0.57983,0.37983,10.7983,-49.2017
Region_7984,0.57984,0.37984,10.7984,-49.2016
Region_7985,0.57985,0.37985,10.7985,-49.2015
Region_7986,0.57986,0.37986,10.7986,-49.2014
Region_7987,0.57987,0.37987,10.7987,-49.2013
Region_7988,0.57988,0.37988,10.7988,-49.2012
Region_7989,0.57989,0.37989,10.7989,-49.2011
Region_7990,0.5799,0.3799,10.799,-49.201
Region_7991,0.57991,0.37991,10.7991,-49.2009
Region_7992,0.57992,0.37992,10.7992,-49.2008
Region_7993,0.57993,0.37993,10.7993,-49.2007
Region_7994,0.57994,0.37994,10.7994,-49.2006
Region_7995,0.57995,0.37995,10.7995,-49.2005
Region_7996,0.57996,0.37996,10.7996,-49.2004
Region_7997,0.57997,0.37997,10.7997,-49.2003
Region_7998,0.57998,0.37998,10.7998,-49.2002
Region_7999,0.57999,0.37999,10.7999,-49.2001
Region_8000,0.58,0.38,10.8,-49.2
Region_8001,0.58001,0.38001,10.8001,-49.1999
Region_8002,0.58002,0.38002,10.8002,-49.1998
Region_8003,0.58003,0.38003,10.8003,-49.1997
Region_8004,0.58004,0.38004,10.8004,-49.1996
Region_8005,0.58005,0.38005,10.8005,-49.1995
Region_8006,0.58006,0.38006,10.8006,-49.1994
Region_8007,0.58007,0.38007,10.8007,-49.1993
Region_8008,0.58008,0.38008,10.8008,-49.1992
Region_8009,0.58009,0.38009,10.8009,-49.1991
Region_8010,0.5801,0.3801,10.801,-49.199
Region_8011,0.58011,0.38011,10.8011,-49.1989
Region_8012,0.58012,0.38012,10.8012,-49.1988
Region_8013,0.58013,0.38013,10.8013,-49.1987
Region_8014,0.58014,0.38014,10.8014,-49.1986
Region_8015,0.58015,0.38015,10.8015,-49.1985
Region_8016,0.58016,0.38016,10.8016,-49.1984
Region_8017,0.58017,0.38017,10.8017,-49.1983
Region_8018,0.58018,0.38018,10.8018,-49.1982
Region_8019,0.58019,0.38019,10.8019,-49.1981
Region_8020,0.5802,0.3802,10.802,-49.198
Region_8021,0.58021,0.38021,10.8021,-49.1979
Region_8022,0.58022,0.38022,10.8022,-49.1978
Region_8023,0.58023,0.38023,10.8023,-49.1977
Region_8024,0.58024,0.38024,10.8024,-49.1976
Region_8025,0.58025,0.38025,10.8025,-49.1975
Region_8026,0.58026,0.38026,10.8026,-49.1974
Region_8027,0.58027,0.38027,10.8027,-49.1973
Region_8028,0.58028,0.38028,10.8028,-49.1972
Region_8029,0.58029,0.38029,10.8029,-49.1971
Region_8030,0.5803,0.3803,10.803,-49.197
Region_8031,0.58031,0.38031,10.8031,-49.1969
Region_8032,0.58032,0.38032,10.8032,-49.1968
Region_8033,0.58033,0.38033,10.8033,-49.1967
Region_8034,0.58034,0.38034,10.8034,-49.1966
Region_8035,0.58035,0.38035,10.8035,-49.1965
Region_8036,0.58036,0.38036,10.8036,-49.1964
Region_8037,0.58037,0.38037,10.8037,-49.1963
Region_8038,0.58038,0.38038,10.8038,-49.1962
Region_8039,0.58039,0.38039,10.8039,-49.1961
Region_8040,0.5804,0.3804,10.804,-49.196
Region_8041,0.58041,0.38041,10.8041,-49.1959
Region_8042,0.58042,0.38042,10.8042,-49.1958
Region_8043,0.58043,0.38043,10.8043,-49.1957
Region_8044,0.58044,0.38044,10.8044,-49.1956
Region_8045,0.58045,0.38045,10.8045,-49.1955
Region_8046,0.58046,0.38046,10.8046,-49.1954
Region_8047,0.58047,0.38047,10.8047,-49.1953
Region_8048,0.58048,0.38048,10.8048,-49.1952
Region_8049,0.58049,0.38049,10.8049,-49.1951
Region_8050,0.5805,0.3805,10.805,-49.195
Region_8051,0.58051,0.38051,10.8051,-49.1949
Region_8052,0.58052,0.38052,10.8052,-49.1948
Region_8053,0.58053,0.38053,10.8053,-49.1947
Region_8054,0.58054,0.38054,10.8054,-49.1946
Region_8055,0.58055,0.38055,10.8055,-49.1945
Region_8056,0.58056,0.38056,10.8056,-49.1944
Region_8057,0.58057,0.38057,10.8057,-49.1943
Region_8058,0.58058,0.38058,10.8058,-49.1942
Region_8059,0.58059,0.38059,10.8059,-49.1941
Region_8060,0.5806,0.3806,10.806,-49.194
Region_8061,0.58061,0.38061,10.8061,-49.1939
Region_8062,0.58062,0.38062,10.8062,-49.1938
Region_8063,0.58063,0.38063,10.8063,-49.1937
Region_8064,0.58064,0.38064,10.8064,-49.1936
Region_8065,0.58065,0.38065,10.8065,-49.1935
Region_8066,0.58066,0.38066,10.8066,-49.1934
Region_8067,0.58067,0.38067,10.8067,-49.1933
Region_8068,0.58068,0.38068,10.8068,-49.1932
Region_8069,0.58069,0.38069,10.8069,-49.1931
Region_8070,0.5807,0.3807,10.807,-49.193
Region_8071,0.58071,0.38071,10.8071,-49.1929
Region_8072,0.58072,0.38072,10.8072,-49.1928
Region_8073,0.58073,0.38073,10.8073,-49.1927
Region_8074,0.58074,0.38074,10.8074,-49.1926
Region_8075,0.58075,0.38075,10.8075,-49.1925
Region_8076,0.58076,0.38076,10.8076,-49.1924
Region_8077,0.58077,0.38077,10.8077,-49.1923
Region_8078,0.58078,0.38078,10.8078,-49.1922
Region_8079,0.58079,0.38079,10.8079,-49.1921
Region_8080,0.5808,0.3808,10.808,-49.192
Region_8081,0.58081,0.38081,10.8081,-49.1919
Region_8082,0.58082,0.38082,10.8082,-49.1918
Region_8083,0.58083,0.38083,10.8083,-49.1917
Region_8084,0.58084,0.38084,10.8084,-49.1916
Region_8085,0.58085,0.38085,10.8085,-49.1915
Region_8086,0.58086,0.38086,10.8086,-49.1914
Region_8087,0.58087,0.38087,10.8087,-49.1913
Region_8088,0.58088,0.38088,10.8088,-49.1912
Region_8089,0.58089,0.38089,10.8089,-49.1911
Region_8090,0.5809,0.3809,10.809,-49.191
Region_8091,0.58091,0.38091,10.8091,-49.1909
Region_8092,0.58092,0.38092,10.8092,-49.1908
Region_8093,0.58093,0.38093,10.8093,-49.1907
Region_8094,0.58094,0.38094,10.8094,-49.1906
Region_8095,0.58095,0.38095,10.8095,-49.1905
Region_8096,0.58096,0.38096,10.8096,-49.1904
Region_8097,0.58097,0.38097,10.8097,-49.1903
Region_8098,0.58098,0.38098,10.8098,-49.1902
Region_8099,0.58099,0.38099,10.8099,-49.1901
Region_8100,0.581,0.381,10.81,-49.19
Region_8101,0.58101,0.38101,10.8101,-49.1899
Region_8102,0.58102,0.38102,10.8102,-49.1898
Region_8103,0.58103,0.38103,10.8103,-49.1897
Region_8104,0.58104,0.38104,10.8104,-49.1896
Region_8105,0.58105,0.38105,10.8105,-49.1895
Region_8106,0.58106,0.38106,10.8106,-49.1894
Region_8107,0.58107,0.38107,10.8107,-49.1893
Region_8108,0.58108,0.38108,10.8108,-49.1892
Region_8109,0.58109,0.38109,10.8109,-49.1891
Region_8110,0.5811,0.3811,10.811,-49.189
Region_8111,0.58111,0.38111,10.8111,-49.1889
Region_8112,0.58112,0.38112,10.8112,-49.1888
Region_8113,0.58113,0.38113,10.8113,-49.1887
Region_8114,0.58114,0.38114,10.8114,-49.1886
Region_8115,0.58115,0.38115,10.8115,-49.1885
Region_8116,0.58116,0.38116,10.8116,-49.1884
Region_8117,0.58117,0.38117,10.8117,-49.1883
Region_8118,0.58118,0.38118,10.8118,-49.1882
Region_8119,0.58119,0.38119,10.8119,-49.1881
Region_8120,0.5812,0.3812,10.812,-49.188
Region_8121,0.58121,0.38121,10.8121,-49.1879
Region_8122,0.58122,0.38122,10.8122,-49.1878
Region_8123,0.58123,0.38123,10.8123,-49.1877
Region_8124,0.58124,0.38124,10.8124,-49.1876
Region_8125,0.58125,0.38125,10.8125,-49.1875
Region_8126,0.58126,0.38126,10.8126,-49.1874
Region_8127,0.58127,0.38127,10.8127,-49.1873
Region_8128,0.58128,0.38128,10.8128,-49.1872
Region_8129,0.58129,0.38129,10.8129,-49.1871
Region_8130,0.5813,0.3813,10.813,-49.187
Region_8131,0.58131,0.38131,10.8131,-49.1869
Region_8132,0.58132,0.38132,10.8132,-49.1868
Region_8133,0.58133,0.38133,10.8133,-49.1867
Region_8134,0.58134,0.38134,10.8134,-49.1866
Region_8135,0.58135,0.38135,10.8135,-49.1865
Region_8136,0.58136,0.38136,10.8136,-49.1864
Region_8137,0.58137,0.38137,10.8137,-49.1863
Region_8138,0.58138,0.38138,10.8138,-49.1862
Region_8139,0.58139,0.38139,10.8139,-49.1861
Region_8140,0.5814,0.3814,10.814,-49.186
Region_8141,0.58141,0.38141,10.8141,-49.1859
Region_8142,0.58142,0.38142,10.8142,-49.1858
Region_8143,0.58143,0.38143,10.8143,-49.1857
Region_8144,0.58144,0.38144,10.8144,-49.1856
Region_8145,0.58145,0.38145,10.8145,-49.1855
Region_8146,0.58146,0.38146,10.8146,-49.1854
Region_8147,0.58147,0.38147,10.8147,-49.1853
Region_8148,0.58148,0.38148,10.8148,-49.1852
Region_8149,0.58149,0.38149,10.8149,-49.1851
Region_8150,0.5815,0.3815,10.815,-49.185
Region_8151,0.58151,0.38151,10.8151,-49.1849
Region_8152,0.58152,0.38152,10.8152,-49.1848
Region_8153,0.58153,0.38153,10.8153,-49.1847
Region_8154,0.58154,0.38154,10.8154,-49.1846
Region_8155,0.58155,0.38155,10.8155,-49.1845
Region_8156,0.58156,0.38156,10.8156,-49.1844
Region_8157,0.58157,0.38157,10.8157,-49.1843
Region_8158,0.58158,0.38158,10.8158,-49.1842
Region_8159,0.58159,0.38159,10.8159,-49.1841
Region_8160,0.5816,0.3816,10.816,-49.184
Region_8161,0.58161,0.38161,10.8161,-49.1839
Region_8162,0.58162,0.38162,10.8162,-49.1838
Region_8163,0.58163,0.38163,10.8163,-49.1837
Region_8164,0.58164,0.38164,10.8164,-49.1836
Region_8165,0.58165,0.38165,10.8165,-49.1835
Region_8166,0.58166,0.38166,10.8166,-49.1834
Region_8167,0.58167,0.38167,10.8167,-49.1833
Region_8168,0.58168,0.38168,10.8168,-49.1832
Region_8169,0.58169,0.38169,10.8169,-49.1831
Region_8170,0.5817,0.3817,10.817,-49.183
Region_8171,0.58171,0.38171,10.8171,-49.1829
Region_8172,0.58172,0.38172,10.8172,-49.1828
Region_8173,0.58173,0.38173,10.8173,-49.1827
Region_8174,0.58174,0.38174,10.8174,-49.1826
Region_8175,0.58175,0.38175,10.8175,-49.1825
Region_8176,0.58176,0.38176,10.8176,-49.1824
Region_8177,0.58177,0.38177,10.8177,-49.1823
Region_8178,0.58178,0.38178,10.8178,-49.1822
Region_8179,0.58179,0.38179,10.8179,-49.1821
Region_8180,0.5818,0.3818,10.818,-49.182
Region_8181,0.58181,0.38181,10.8181,-49.1819
Region_8182,0.58182,0.38182,10.8182,-49.1818
Region_8183,0.58183,0.38183,10.8183,-49.1817
Region_8184,0.58184,0.38184,10.8184,-49.1816
Region_8185,0.58185,0.38185,10.8185,-49.1815
Region_8186,0.58186,0.38186,10.8186,-49.1814
Region_8187,0.58187,0.38187,10.8187,-49.1813
Region_8188,0.58188,0.38188,10.8188,-49.1812
Region_8189,0.58189,0.38189,10.8189,-49.1811
Region_8190,0.5819,0.3819,10.819,-49.181
Region_8191,0.58191,0.38191,10.8191,-49.1809
Region_8192,0.58192,0.38192,10.8192,-49.1808
Region_8193,0.58193,0.38193,10.8193,-49.1807
Region_8194,0.58194,0.38194,10.8194,-49.1806
Region_8195,0.58195,0.38195,10.8195,-49.1805
Region_8196,0.58196,0.38196,10.8196,-49.1804
Region_8197,0.58197,0.38197,10.8197,-49.1803
Region_8198,0.58198,0.38198,10.8198,-49.1802
Region_8199,0.58199,0.38199,10.8199,-49.1801
Region_8200,0.582,0.382,10.82,-49.18
Region_8201,0.58201,0.38201,10.8201,-49.1799
Region_8202,0.58202,0.38202,10.8202,-49.1798
Region_8203,0.58203,0.38203,10.8203,-49.1797
Region_8204,0.58204,0.38204,10.8204,-49.1796
Region_8205,0.58205,0.38205,10.8205,-49.1795
Region_8206,0.58206,0.38206,10.8206,-49.1794
Region_8207,0.58207,0.38207,10.8207,-49.1793
Region_8208,0.58208,0.38208,10.8208,-49.1792
Region_8209,0.58209,0.38209,10.8209,-49.1791
Region_8210,0.5821,0.3821,10.821,-49.179
Region_8211,0.58211,0.38211,10.8211,-49.1789
Region_8212,0.58212,0.38212,10.8212,-49.1788
Region_8213,0.58213,0.38213,10.8213,-49.1787
Region_8214,0.58214,0.38214,10.8214,-49.1786
Region_8215,0.58215,0.38215,10.8215,-49.1785
Region_8216,0.58216,0.38216,10.8216,-49.1784
Region_8217,0.58217,0.38217,10.8217,-49.1783
Region_8218,0.58218,0.38218,10.8218,-49.1782
Region_8219,0.58219,0.38219,10.8219,-49.1781
Region_8220,0.5822,0.3822,10.822,-49.178
Region_8221,0.58221,0.38221,10.8221,-49.1779
Region_8222,0.58222,0.38222,10.8222,-49.1778
Region_8223,0.58223,0.38223,10.8223,-49.1777
Region_8224,0.58224,0.38224,10.8224,-49.1776
Region_8225,0.58225,0.38225,10.8225,-49.1775
Region_8226,0.58226,0.38226,10.8226,-49.1774
Region_8227,0.58227,0.38227,10.8227,-49.1773
Region_8228,0.58228,0.38228,10.8228,-49.1772
Region_8229,0.58229,0.38229,10.8229,-49.1771
Region_8230,0.5823,0.3823,10.823,-49.177
Region_8231,0.58231,0.38231,10.8231,-49.1769
Region_8232,0.58232,0.38232,10.8232,-49.1768
Region_8233,0.58233,0.38233,10.8233,-49.1767
Region_8234,0.58234,0.38234,10.8234,-49.1766
Region_8235,0.58235,0.38235,10.8235,-49.1765
Region_8236,0.58236,0.38236,10.8236,-49.1764
Region_8237,0.58237,0.38237,10.8237,-49.1763
Region_8238,0.58238,0.38238,10.8238,-49.1762
Region_8239,0.58239,0.38239,10.8239,-49.1761
Region_8240,0.5824,0.3824,10.824,-49.176
Region_8241,0.58241,0.38241,10.8241,-49.1759
Region_8242,0.58242,0.38242,10.8242,-49.1758
Region_8243,0.58243,0.38243,10.8243,-49.1757
Region_8244,0.58244,0.38244,10.8244,-49.1756
Region_8245,0.58245,0.38245,10.8245,-49.1755
Region_8246,0.58246,0.38246,10.8246,-49.1754
Region_8247,0.58247,0.38247,10.8247,-49.1753
Region_8248,0.58248,0.38248,10.8248,-49.1752
Region_8249,0.58249,0.38249,10.8249,-49.1751
Region_8250,0.5825,0.3825,10.825,-49.175
Region_8251,0.58251,0.38251,10.8251,-49.1749
Region_8252,0.58252,0.38252,10.8252,-49.1748
Region_8253,0.58253,0.38253,10.8253,-49.1747
Region_8254,0.58254,0.38254,10.8254,-49.1746
Region_8255,0.58255,0.38255,10.8255,-49.1745
Region_8256,0.58256,0.38256,10.8256,-49.1744
Region_8257,0.58257,0.38257,10.8257,-49.1743
Region_8258,0.58258,0.38258,10.8258,-49.1742
Region_8259,0.58259,0.38259,10.8259,-49.1741
Region_8260,0.5826,0.3826,10.826,-49.174
Region_8261,0.58261,0.38261,10.8261,-49.1739
Region_8262,0.58262,0.38262,10.8262,-49.1738
Region_8263,0.58263,0.38263,10.8263,-49.1737
Region_8264,0.58264,0.38264,10.8264,-49.1736
Region_8265,0.58265,0.38265,10.8265,-49.1735
Region_8266,0.58266,0.38266,10.8266,-49.1734
Region_8267,0.58267,0.38267,10.8267,-49.1733
Region_8268,0.58268,0.38268,10.8268,-49.1732
Region_8269,0.58269,0.38269,10.8269,-49.1731
Region_8270,0.5827,0.3827,10.827,-49.173
Region_8271,0.58271,0.38271,10.8271,-49.1729
Region_8272,0.58272,0.38272,10.8272,-49.1728
Region_8273,0.58273,0.38273,10.8273,-49.1727
Region_8274,0.58274,0.38274,10.8274,-49.1726
Region_8275,0.58275,0.38275,10.8275,-49.1725
Region_8276,0.58276,0.38276,10.8276,-49.1724
Region_8277,0.58277,0.38277,10.8277,-49.1723
Region_8278,0.58278,0.38278,10.8278,-49.1722
Region_8279,0.58279,0.38279,10.8279,-49.1721
Region_8280,0.5828,0.3828,10.828,-49.172
Region_8281,0.58281,0.38281,10.8281,-49.1719
Region_8282,0.58282,0.38282,10.8282,-49.1718
Region_8283,0.58283,0.38283,10.8283,-49.1717
Region_8284,0.58284,0.38284,10.8284,-49.1716
Region_8285,0.58285,0.38285,10.8285,-49.1715
Region_8286,0.58286,0.38286,10.8286,-49.1714
Region_8287,0.58287,0.38287,10.8287,-49.1713
Region_8288,0.58288,0.38288,10.8288,-49.1712
Region_8289,0.58289,0.38289,10.8289,-49.1711
Region_8290,0.5829,0.3829,10.829,-49.171
Region_8291,0.58291,0.38291,10.8291,-49.1709
Region_8292,0.58292,0.38292,10.8292,-49.1708
Region_8293,0.58293,0.38293,10.8293,-49.1707
Region_8294,0.58294,0.38294,10.8294,-49.1706
Region_8295,0.58295,0.38295,10.8295,-49.1705
Region_8296,0.58296,0.38296,10.8296,-49.1704
Region_8297,0.58297,0.38297,10.8297,-49.1703
Region_8298,0.58298,0.38298,10.8298,-49.1702
Region_8299,0.58299,0.38299,10.8299,-49.1701
Region_8300,0.583,0.383,10.83,-49.17
Region_8301,0.58301,0.38301,10.8301,-49.1699
Region_8302,0.58302,0.38302,10.8302,-49.1698
Region_8303,0.58303,0.38303,10.8303,-49.1697
Region_8304,0.58304,0.38304,10.8304,-49.1696
Region_8305,0.58305,0.38305,10.8305,-49.1695
Region_8306,0.58306,0.38306,10.8306,-49.1694
